id,post_url  ,white_family,children,white_supremacy,POC,Passive_women,Active_women,chadwife,religion,men,slavic
102274,https://rose-lily-field.tumblr.com/post/661780930674016256 ,,1,,,,,,1,,
127680,https://rose-lily-field.tumblr.com/post/655084529086840832 ,,,,,,,,1,,
82967,https://rose-lily-field.tumblr.com/post/654600080103522304 ,,,,,,,,1,,
196700,https://rose-lily-field.tumblr.com/post/652985078221291520/me-and-my-fiance-have-been-thinking-of-adopting ,,,,,,,,1,,
49437,https://rose-lily-field.tumblr.com/post/649313884593864704 ,,,,,1,,,1,,
150800,https://rose-lily-field.tumblr.com/post/659854608926162944 ,,,,,1,,,1,,
121226,https://rose-lily-field.tumblr.com/post/654288780382142464 ,,,,,,,,1,,
178421,https://rose-lily-field.tumblr.com/post/665948343272423424 ,,1,,,,,,1,,
24054,https://rose-lily-field.tumblr.com/post/694487643503853568 ,,,,,,,,1,,
61772,https://rose-lily-field.tumblr.com/post/659212575313117184 ,,,,1,1,,,1,,
162123,https://rose-lily-field.tumblr.com/post/666932823053172736 ,,,,1,1,,,1,,
85069,https://rose-lily-field.tumblr.com/post/657770960893689856 ,,,,,1,,,1,,
164642,https://rose-lily-field.tumblr.com/post/648923942603620352 ,,1,,,,,,1,,
190862,https://rose-lily-field.tumblr.com/post/648452058972897280 ,,,,,,,,1,,
94333,https://rose-lily-field.tumblr.com/post/655884172540428288 ,,,,,1,,,1,,
101193,https://rose-lily-field.tumblr.com/post/654879677344874497 ,,,,,,,,1,,
161254,https://rose-lily-field.tumblr.com/post/664597258620239872 ,,,,1,,1,,1,,
135534,https://rose-lily-field.tumblr.com/post/697963049523576832 ,,1,,1,,,,1,,
73815,https://rose-lily-field.tumblr.com/post/651535493265342465 ,1,1,,,1,,,1,,
76597,https://rose-lily-field.tumblr.com/post/677146750970101760  ,,1,,,,,,1,,
65099,https://rose-lily-field.tumblr.com/post/641133942869786624/skipping-through-the-meadow-flowers-in-hand ,,,,,1,,,,,
162136,https://rose-lily-field.tumblr.com/post/666917093753733120 ,,,,,,,,1,,
121769,https://rose-lily-field.tumblr.com/post/653292225135017985 ,,,,,,,,1,,
41974,https://rose-lily-field.tumblr.com/post/660555695426584576 ,,,,,,,,1,,
132043,https://rose-lily-field.tumblr.com/post/651760024446763009/nature-is-our-playground ,1,1,,,,,,1,,
55624,https://rose-lily-field.tumblr.com/post/651413333906538496  ,,,,,1,,,1,,
174374,https://rose-lily-field.tumblr.com/post/659188844149833728  ,,,,,,1,,1,,
15184,https://rose-lily-field.tumblr.com/post/648644343828299776 ,,,,,,,,1,,
144983,https://rose-lily-field.tumblr.com/post/655127810001797120 ,,,,,,,,1,,
92493,https://rose-lily-field.tumblr.com/post/653363185314889728 ,,,,,,,,1,,
143066,https://rose-lily-field.tumblr.com/post/668268113413980160 ,,,,,,,,1,,
203510,https://rose-lily-field.tumblr.com/post/668670026929307648 ,,,,,1,,,1,,
196669,https://rose-lily-field.tumblr.com/post/654986032270508032 ,1,1,,,1,,,1,,
118243,https://rose-lily-field.tumblr.com/post/658231782727155712 ,,,,,,,,1,,
95247,https://rose-lily-field.tumblr.com/post/655530974529175552 ,,,,,,,,1,,
89266,https://rose-lily-field.tumblr.com/post/676823752068169728 , ,1,,,,,,1,,
64883,https://rose-lily-field.tumblr.com/post/661091391928238080 ,1,1,,,,,,1,,
1938,https://rose-lily-field.tumblr.com/post/648553783171940352 ,,,,,,,,1,,
131261,https://rose-lily-field.tumblr.com/post/652425633448722432 ,,,,,1,,,1,,
183117,https://rose-lily-field.tumblr.com/post/695031219905331200 ,,1,,,,,,1,,
98080,https://rose-lily-field.tumblr.com/post/652697535572541440 ,,,,,,,,1,,
187579,https://rose-lily-field.tumblr.com/post/667543340820086784 ,,,,,1,,,1,,
57250,https://rose-lily-field.tumblr.com/post/656569445922357248/i-cant-wait-to-have-so-many-wonderful-precious ,,1,,,,,,1,,
191079,https://rose-lily-field.tumblr.com/post/660094916446339072 ,,1,,,,,,1,,
44299,https://rose-lily-field.tumblr.com/post/655809295211003904 ,,,,,1,,,1,,
32920,https://rose-lily-field.tumblr.com/post/652268222833377280 ,,,,,1,,,1,,
178430,https://rose-lily-field.tumblr.com/post/665940413911285760 ,,1,,,,,,1,,
198489,https://rose-lily-field.tumblr.com/post/656404092616376320 ,,,,,,,,1,,
204520,https://rose-lily-field.tumblr.com/post/666172700487794688 ,,,,,,,,1,,
82243,https://rose-lily-field.tumblr.com/post/652079091062833152 ,1,1,,,,,,1,,
121004,https://rose-lily-field.tumblr.com/post/657983636437663744 ,,,,,1,,,1,,
55032,https://rose-lily-field.tumblr.com/post/657105209156304896  ,,,,,,,,1,,
10347,https://rose-lily-field.tumblr.com/post/656734902319988736 ,,,,,,,,1,,
169957,https://rose-lily-field.tumblr.com/post/660520348496822272 ,,1,,,,,,1,,
97908,https://rose-lily-field.tumblr.com/post/654410947456352256 ,,1,,,,,,1,,
25443,https://rose-lily-field.tumblr.com/post/656979243421532160 ,,,,,,,,1,,
63094,https://rose-lily-field.tumblr.com/post/649912692057014272 ,,1,,,,,,1,,
45118,https://rose-lily-field.tumblr.com/post/684256860057010176 ,,,,,,,,1,,
69474,https://rose-lily-field.tumblr.com/post/668071195761082368 ,  ,,,,1,,,1,,
64088,https://rose-lily-field.tumblr.com/post/665349521970216960  ,,,,,1,,,1,,
102926,https://rose-lily-field.tumblr.com/post/656155958706372609  ,  ,,,,,,,1,,
26548,https://rose-lily-field.tumblr.com/post/648581167747039232 ,,,,,,,,1,,
128375,https://rose-lily-field.tumblr.com/post/669611340799836160 ,,1,,,,,,1,,
137560,https://rose-lily-field.tumblr.com/post/678671040811008000 ,,1,,,,,,1,,
13098,https://rose-lily-field.tumblr.com/post/664309670061670400 ,,,,,1,1,,1,,
75413,https://rose-lily-field.tumblr.com/post/658735939403857920 ,,,,,,,,1,,
135473,https://rose-lily-field.tumblr.com/post/651224205972717569 ,,,,,1,,,1,,
104133,https://rose-lily-field.tumblr.com/post/650735872854179840 ,,,,,,,,1,,
166071,https://rose-lily-field.tumblr.com/post/649758930030985216 ,,,,1,1,,,1,,
15766,https://rose-lily-field.tumblr.com/post/649361200908582912 ,,,,,,,,1,,
187213,https://rose-lily-field.tumblr.com/post/650259233423736832 ,,,,,,,,1,,
13620,https://rose-lily-field.tumblr.com/post/675137761665220608 ,,1,,,,,,1,,
96967,https://rose-lily-field.tumblr.com/post/659976774900383744 ,,1,,1,,,,1,,
160842,https://rose-lily-field.tumblr.com/post/653662548246298624 ,,,,1,,1,,1,,
110339,https://rose-lily-field.tumblr.com/post/654525199643983872 ,,,,,,,,1,,
34041,https://rose-lily-field.tumblr.com/post/667854653651845120 , ,,,,,,,1,,
44203,https://rose-lily-field.tumblr.com/post/697691262616272896 ,,1,,,,,,1,,
155156,https://rose-lily-field.tumblr.com/post/660876173773012992 ,,1,,,,,,1,,
82566,https://rose-lily-field.tumblr.com/post/654343994712752128 ,,,,,,,,1,,
165458,https://rose-lily-field.tumblr.com/post/669312129888878592 ,,,,1,,1,,1,,
46381,https://rose-lily-field.tumblr.com/post/658026927580430336 ,,,,,,,,1,,
79957,https://rose-lily-field.tumblr.com/post/649006742640951296/nightgowns-are-good-for-any-weather ,,,,,1,,,1,,
75406,https://rose-lily-field.tumblr.com/post/658743764689485824 ,,,,,,,,1,,
91623,https://rose-lily-field.tumblr.com/post/654659087370485760 ,,,,,,1,,1,,
101703,https://rose-lily-field.tumblr.com/post/668425662810537984 ,,1,,,,,,1,,
47555,https://rose-lily-field.tumblr.com/post/648998781960044544 ,,,,,1,,,1,,
149758,https://rose-lily-field.tumblr.com/post/654930782495932416 ,,,,,,,,1,,
27210,https://rose-lily-field.tumblr.com/post/648778076812099584 ,,,,,1,,,1,,
12105,https://rose-lily-field.tumblr.com/post/697386753295794176 ,,1,,1,,,,1,,
80945,https://rose-lily-field.tumblr.com/post/669575993036603392 ,,,,,1,,,1,,
6614,https://rose-lily-field.tumblr.com/post/689852742645252096 ,,,,,,,,1,,
49745,https://rose-lily-field.tumblr.com/post/697176624454680576 ,,,,,,,,1,,
9312,https://rose-lily-field.tumblr.com/post/662359845050171392 ,,1,,,,,,1,,
84964,https://rose-lily-field.tumblr.com/post/648636416114491392 ,,,,,1,,,1,,
25455,https://rose-lily-field.tumblr.com/post/656971331171172352 ,,,,,,1,,1,,
34053,https://rose-lily-field.tumblr.com/post/667846728008056832 ,,,,,,,,1,,
151618,https://rose-lily-field.tumblr.com/post/665775078207881216 ,,1,,,,,,1,,
46221,https://rose-lily-field.tumblr.com/post/696785288012365824 ,,,,,,,,1,,
69957,https://rose-lily-field.tumblr.com/post/652658034866307072 ,,,,,,,,1,,
139920,https://rose-lily-field.tumblr.com/post/653150415849979904 ,,,,,,,,1,,
187973,https://rose-lily-field.tumblr.com/post/652748614096044032 ,,,,,,,,1,,
62547,https://rose-lily-field.tumblr.com/post/665266745051873280 ,,1,,,,,,1,,
198551,https://rose-lily-field.tumblr.com/post/653075654448955392/crooked-houses-are-a-little-scary-but-its-really ,,,,,,,,1,,
175013,https://rose-lily-field.tumblr.com/post/695879315143917568 ,,1,,,,,,1,,
152697,https://rose-lily-field.tumblr.com/post/658917161708945408 ,,1,,,,,,1,,
22704,https://rose-lily-field.tumblr.com/post/650554700188565504 ,,,,,1,,,1,,
112481,https://rose-lily-field.tumblr.com/post/667905731655352320 ,,,,,,,,1,,
33035,https://rose-lily-field.tumblr.com/post/648817599542706176 ,,,,,1,,,1,,
123316,https://rose-lily-field.tumblr.com/post/650597951531630592 ,,,,,1,,,1,,
198106,https://rose-lily-field.tumblr.com/post/661552248956076032 ,1,1,,,,,,1,,
44728,https://rose-lily-field.tumblr.com/post/650464201262940161 ,,,,,,,,1,,
104976,https://rose-lily-field.tumblr.com/post/664270215163625472 ,,,,,1,,,1,,
160295,https://rose-lily-field.tumblr.com/post/696919295098322944 ,,,,,1,,,1,,
173737,https://rose-lily-field.tumblr.com/post/650267155171065856 ,,,,1,1,,,1,,
41399,https://rose-lily-field.tumblr.com/post/660818300401549312 ,,,,,,,,1,,
111392,https://rose-lily-field.tumblr.com/post/651058856932392960 ,,,,,1,,,1,,
92287,https://rose-lily-field.tumblr.com/post/657325793944403968 ,,,,,  ,,,1,,
28437,https://rose-lily-field.tumblr.com/post/656305587821428736 ,,,,,,,,1,,
183341,https://rose-lily-field.tumblr.com/post/653241011079888896 ,,,,,,,,1,,
177431,https://rose-lily-field.tumblr.com/post/660067368238727168 ,,,,,,,,1,,
192516,https://rose-lily-field.tumblr.com/post/654698478272954368 ,,,,,1,,,1,,
110819,https://rose-lily-field.tumblr.com/post/651240072035942400 ,,1,,,,,,1,,
108033,https://rose-lily-field.tumblr.com/post/648900254962466816 ,,,,,1,,,1,,
79183,https://rose-lily-field.tumblr.com/post/653564016307961856 ,,,,,,,,1,,
197413,https://rose-lily-field.tumblr.com/post/651519676257632256 ,,,,,,,,1,,
83751,https://rose-lily-field.tumblr.com/post/652764358372360192 , ,,,,,,,1,,
113634,https://rose-lily-field.tumblr.com/post/648809687362437120 ,,,,,,,,1,,
151362,https://rose-lily-field.tumblr.com/post/668524200959574016 ,1,1,,,,1,,1,1,
120374,https://rose-lily-field.tumblr.com/post/649148401396629504 ,,,,,,,,1,,
91634,https://rose-lily-field.tumblr.com/post/654651155143688193 ,,,,,1,,,1,,
152612,https://rose-lily-field.tumblr.com/post/649558212613455872 ,1,1,,,,1,,1,,
76156,https://rose-lily-field.tumblr.com/post/658456236447137792 ,,,,,,,,1,,
147471,https://rose-lily-field.tumblr.com/post/658889624344821761 ,,1,,1,,1,,1,1,
17767,https://rose-lily-field.tumblr.com/post/652004290777464832 ,,,,,,,,1,,
24208,https://rose-lily-field.tumblr.com/post/684276363077812224 ,,,,,,,,1,,
70335,https://rose-lily-field.tumblr.com/post/663036047115124736 ,,,,,,1,,1,,
72519,https://sheismadeofsunlight.tumblr.com/post/613468377472794624/hello-just-wanted-to-say-you-have-a-very-beautiful ,,,,,,,1,,,
107052,https://starnouveau.tumblr.com/post/626592065280720896/another-older-drawing-from-late-2019early-2020 ,,,,1,,,,,,
37169,https://stay-at-home-soul.tumblr.com/post/622114848379224064/calling-all-homemaker-creators-and-small-business ,,,,,,,1,,,
202586,https://staycoolbutstillcare.tumblr.com/post/726107567168815104/trying-my-hand-at-canning-diced-tomatoes-and ,,,,,,,,,,
82624,https://staycoolbutstillcare.tumblr.com/post/674110795410554881 ,,1,,,,,,,,
14573,https://staycoolbutstillcare.tumblr.com/post/676992214822535168/i-cant-wait-to-be-gardening-in-our-backyard-with ,,,,,,,,,,
4299,https://staycoolbutstillcare.tumblr.com/post/729020574586798080/dinner-tonight ,,,,,,,,,,
178999,https://staycoolbutstillcare.tumblr.com/post/733445279894896640/welcome-to-laurens-caf%C3%A9-where-we-over-cream-your ,,,,,,,,,,
41122,https://staycoolbutstillcare.tumblr.com/post/614608787930824704/spring-time-calls-for-boots-and-mason-jars ,,,,,,,,,,
60737,https://sugarplumpauperess.tumblr.com/post/693214080517980160/response-to-anon-introduction ,,,,,,,,,,
139867,https://www.tumblr.com/blog/view/sweetbeehoneytea/618287965891936256 ,,,1,,,,,1,,
28322,https://www.tumblr.com/blog/view/sweetbeehoneytea/622770286398455808 ,,,,,,,,1,,
123809,https://thesleepyspoonie.tumblr.com/post/189312475886/about-half-way-done-daisies-in-a-jar ,,,,,,,,,,
54235,https://trad-for-christ.tumblr.com/post/189901981903/christmas-gift ,,,,,,,,1,,
144397,https://veiligplekje.tumblr.com/post/611964600032870400 ,,,,,,,,,,
134195,https://veiligplekje.tumblr.com/post/611846015992184832 ,,,,,,,,,,
13712,https://www.tumblr.com/blog/view/winonawhitley/694141001670983680 ,,,,,1,,,,,
